Statement,Header,Field Name,Field Value
Statement,Data,BrokerName,Interactive Brokers Ireland Limited
Statement,Data,BrokerAddress,
Statement,Data,Title,Activity Statement
Statement,Data,Period,"July 28, 2025 - January 15, 2026"
Statement,Data,WhenGenerated,"2026-01-16, 08:35:29 EST"
Account Information,Header,Field Name,Field Value
Account Information,Data,Name,Stichting Legal Owner Keheilan Fund
Account Information,Data,Account,U20993660
Account Information,Data,Master Name,Stichting Legal Owner Keheilan Fund
Account Information,Data,Account Type,Institution Client
Account Information,Data,Customer Type,Partnership
Account Information,Data,Account Capabilities,Cash
Account Information,Data,Base Currency,USD
Net Asset Value,Header,Asset Class,Prior Total,Current Long,Current Short,Current Total,Change
Net Asset Value,Data,Cash ,0,1757.53447913,0,1757.53447913,1757.53447913
Net Asset Value,Data,Stock,0,328605.28,0,328605.28,328605.28
Net Asset Value,Data,Dividend Accruals,0,116.53,0,116.53,116.53
Net Asset Value,Data,Total,0,330479.34447913,0,330479.34447913,330479.34447913
Net Asset Value,Header,Time Weighted Rate of Return
Net Asset Value,Data,10.159781493%
Change in NAV,Header,Field Name,Field Value
Change in NAV,Data,Starting Value,0
Change in NAV,Data,Mark-to-Market,28207.5789
Change in NAV,Data,Deposits & Withdrawals,300000
Change in NAV,Data,Dividends,432.26
Change in NAV,Data,Withholding Tax,-61.7
Change in NAV,Data,Change in Dividend Accruals,116.52
Change in NAV,Data,Interest,2696.81
Change in NAV,Data,Other Fees,-1.08
Change in NAV,Data,Commissions,-899.54435387
Change in NAV,Data,Transaction Fees,-11.510067
Change in NAV,Data,Other FX Translations,0.01
Change in NAV,Data,Ending Value,330479.34447913
Mark-to-Market Performance Summary,Header,Asset Category,Symbol,Prior Quantity,Current Quantity,Prior Price,Current Price,Mark-to-Market P/L Position,Mark-to-Market P/L Transaction,Mark-to-Market P/L Commissions,Mark-to-Market P/L Other,Mark-to-Market P/L Total,Code
Change in Dividend Accruals,Data,Stocks,USD,ABT,2026-01-14,2026-01-15,2026-02-13,18,1.7,0,0.63,11.34,9.64,Po
Change in Dividend Accruals,Data,Stocks,USD,ACN,2025-10-09,2025-10-10,2025-11-14,2,0.82,0,1.63,3.27,2.45,Po
Change in Dividend Accruals,Data,Stocks,USD,ACN,2025-11-14,2025-10-10,2025-11-14,2,-0.82,0,1.63,-3.27,-2.45,Re
Change in Dividend Accruals,Data,Stocks,USD,ACN,2026-01-12,2026-01-13,2026-02-13,6,2.45,0,1.63,9.78,7.33,Po
Change in Dividend Accruals,Data,Stocks,USD,ADI,2025-12-05,2025-12-08,2025-12-22,3,0.45,0,0.99,2.97,2.52,Po
Change in Dividend Accruals,Data,Stocks,USD,ADI,2025-12-22,2025-12-08,2025-12-22,3,-0.45,0,0.99,-2.97,-2.52,Re
Change in Dividend Accruals,Data,Stocks,USD,ADP,2025-12-11,2025-12-12,2026-01-01,3,0.77,0,1.7,5.1,4.33,Po
Change in Dividend Accruals,Data,Stocks,USD,ADP,2026-01-01,2025-12-12,2026-01-01,3,-0.77,0,1.7,-5.1,-4.33,Re
Change in Dividend Accruals,Data,Stocks,USD,AMAT,2025-11-19,2025-11-20,2025-12-11,7,0.48,0,0.46,3.22,2.74,Po
Change in Dividend Accruals,Data,Stocks,USD,AMAT,2025-12-11,2025-11-20,2025-12-11,7,-0.48,0,0.46,-3.22,-2.74,Re
Change in Dividend Accruals,Data,Stocks,USD,AMGN,2025-11-20,2025-11-21,2025-12-12,3,1.07,0,2.38,7.14,6.07,Po
Change in Dividend Accruals,Data,Stocks,USD,AMGN,2025-12-12,2025-11-21,2025-12-12,3,-1.07,0,2.38,-7.14,-6.07,Re
Change in Dividend Accruals,Data,Stocks,USD,APH,2025-09-15,2025-09-16,2025-10-08,6,0.15,0,0.165,0.99,0.84,Po
Change in Dividend Accruals,Data,Stocks,USD,APH,2025-10-08,2025-09-16,2025-10-08,6,-0.15,0,0.165,-0.99,-0.84,Re
Change in Dividend Accruals,Data,Stocks,USD,APH,2025-12-15,2025-12-16,2026-01-07,13,0.49,0,0.25,3.25,2.76,Po
Change in Dividend Accruals,Data,Stocks,USD,APH,2026-01-07,2025-12-16,2026-01-07,13,-0.49,0,0.25,-3.25,-2.76,Re
Change in Dividend Accruals,Data,Stocks,USD,ASML,2025-10-28,2025-10-29,2025-11-06,2,0.56,0,1.85696,3.72,3.16,Po
Change in Dividend Accruals,Data,Stocks,USD,ASML,2025-11-06,2025-10-29,2025-11-06,2,-0.56,0,1.864032,-3.73,-3.17,Re
Change in Dividend Accruals,Data,Stocks,USD,AVGO,2025-09-19,2025-09-22,2025-09-30,14,0,0,0.59,7.02,7.02,Po;Al
Change in Dividend Accruals,Data,Stocks,USD,AVGO,2025-09-30,2025-09-22,2025-09-30,14,-1.24,0,0.59,-8.26,-7.02,Re
Change in Dividend Accruals,Data,Stocks,USD,AVGO,2025-12-19,2025-12-22,2025-12-31,24,0,0,0.65,13.26,13.26,Po;Al
Change in Dividend Accruals,Data,Stocks,USD,AVGO,2025-12-19,2025-12-22,2025-12-31,24,0,0,0.65,-13.26,-13.26,Re;Al
Change in Dividend Accruals,Data,Stocks,USD,CAT,2025-10-17,2025-10-20,2025-11-20,1,0.23,0,1.51,1.51,1.28,Po
Change in Dividend Accruals,Data,Stocks,USD,CAT,2025-11-20,2025-10-20,2025-11-20,1,-0.23,0,1.51,-1.51,-1.28,Re
Change in Dividend Accruals,Data,Stocks,USD,CMCSA,2025-09-30,2025-10-01,2025-10-22,27,1.34,0,0.33,8.91,7.57,Po
Change in Dividend Accruals,Data,Stocks,USD,CMCSA,2025-10-22,2025-10-01,2025-10-22,27,-1.34,0,0.33,-8.91,-7.57,Re
Change in Dividend Accruals,Data,Stocks,USD,CMCSA,2026-01-13,2026-01-14,2026-02-04,68,3.37,0,0.33,22.44,19.07,Po
Change in Dividend Accruals,Data,Stocks,USD,COP,2025-11-14,2025-11-17,2025-12-01,9,1.13,0,0.84,7.56,6.43,Po
Change in Dividend Accruals,Data,Stocks,USD,COP,2025-12-01,2025-11-17,2025-12-01,9,-1.13,0,0.84,-7.56,-6.43,Re
Change in Dividend Accruals,Data,Stocks,USD,COST,2025-10-30,2025-10-31,2025-11-14,1,0.2,0,1.3,1.3,1.1,Po
Change in Dividend Accruals,Data,Stocks,USD,COST,2025-11-14,2025-10-31,2025-11-14,1,-0.2,0,1.3,-1.3,-1.1,Re
Change in Dividend Accruals,Data,Stocks,USD,CRM,2025-09-16,2025-09-17,2025-10-09,4,0.25,0,0.416,1.66,1.41,Po
Change in Dividend Accruals,Data,Stocks,USD,CRM,2025-10-09,2025-09-17,2025-10-09,4,-0.25,0,0.416,-1.66,-1.41,Re
Change in Dividend Accruals,Data,Stocks,USD,CRM,2025-12-17,2025-12-18,2026-01-08,9,0.56,0,0.416,3.74,3.18,Po
Change in Dividend Accruals,Data,Stocks,USD,CRM,2026-01-08,2025-12-18,2026-01-08,9,-0.56,0,0.416,-3.74,-3.18,Re
Change in Dividend Accruals,Data,Stocks,USD,CSCO,2025-10-02,2025-10-03,2025-10-22,15,0.92,0,0.41,6.15,5.23,Po
Change in Dividend Accruals,Data,Stocks,USD,CSCO,2025-10-22,2025-10-03,2025-10-22,15,-0.92,0,0.41,-6.15,-5.23,Re
Change in Dividend Accruals,Data,Stocks,USD,CSCO,2026-01-01,2026-01-02,2026-01-21,28,1.72,0,0.41,11.48,9.76,Po
Change in Dividend Accruals,Data,Stocks,USD,CVX,2025-11-17,2025-11-18,2025-12-10,9,2.31,0,1.71,15.39,13.08,Po
Change in Dividend Accruals,Data,Stocks,USD,CVX,2025-12-10,2025-11-18,2025-12-10,9,-2.31,0,1.71,-15.39,-13.08,Re
Change in Dividend Accruals,Data,Stocks,USD,DE,2025-09-29,2025-09-30,2025-11-10,1,0.24,0,1.62,1.62,1.38,Po
Change in Dividend Accruals,Data,Stocks,USD,DE,2025-11-10,2025-09-30,2025-11-10,1,-0.24,0,1.62,-1.62,-1.38,Re
Change in Dividend Accruals,Data,Stocks,USD,DE,2025-12-30,2025-12-31,2026-02-09,3,0.73,0,1.62,4.86,4.13,Po
Change in Dividend Accruals,Data,Stocks,USD,DHR,2025-09-25,2025-09-26,2025-10-31,3,0.14,0,0.32,0.96,0.82,Po
Change in Dividend Accruals,Data,Stocks,USD,DHR,2025-10-31,2025-09-26,2025-10-31,3,-0.14,0,0.32,-0.96,-0.82,Re
Change in Dividend Accruals,Data,Stocks,USD,DHR,2025-12-25,2025-12-26,2026-01-30,6,0.29,0,0.32,1.92,1.63,Po
Change in Dividend Accruals,Data,Stocks,USD,ECL,2025-09-15,2025-09-16,2025-10-15,2,0.2,0,0.65,1.3,1.1,Po
Change in Dividend Accruals,Data,Stocks,USD,ECL,2025-10-15,2025-09-16,2025-10-15,2,-0.2,0,0.65,-1.3,-1.1,Re
Change in Dividend Accruals,Data,Stocks,USD,ETN,2025-11-05,2025-11-06,2025-11-21,1,0.26,0,1.04,1.04,0.78,Po
Change in Dividend Accruals,Data,Stocks,USD,ETN,2025-11-21,2025-11-06,2025-11-21,1,-0.26,0,1.04,-1.04,-0.78,Re
Change in Dividend Accruals,Data,Stocks,USD,FCX,2025-10-14,2025-10-15,2025-11-03,9,0.2,0,0.15,1.35,1.15,Po
Change in Dividend Accruals,Data,Stocks,USD,FCX,2025-11-03,2025-10-15,2025-11-03,9,-0.2,0,0.15,-1.35,-1.15,Re
Change in Dividend Accruals,Data,Stocks,USD,FCX,2026-01-14,2026-01-15,2026-02-02,26,0.59,0,0.15,3.9,3.31,Po
Change in Dividend Accruals,Data,Stocks,USD,GEV,2025-10-17,2025-10-20,2025-11-17,1,0.04,0,0.25,0.25,0.21,Po
Change in Dividend Accruals,Data,Stocks,USD,GEV,2025-11-17,2025-10-20,2025-11-17,1,-0.04,0,0.25,-0.25,-0.21,Re
Change in Dividend Accruals,Data,Stocks,USD,GEV,2026-01-02,2026-01-05,2026-02-02,3,0.23,0,0.5,1.5,1.27,Po
Change in Dividend Accruals,Data,Stocks,USD,GILD,2025-09-12,2025-09-15,2025-09-29,10,1.19,0,0.79,7.9,6.71,Po
Change in Dividend Accruals,Data,Stocks,USD,GILD,2025-09-29,2025-09-15,2025-09-29,10,-1.19,0,0.79,-7.9,-6.71,Re
Change in Dividend Accruals,Data,Stocks,USD,GILD,2025-12-12,2025-12-15,2025-12-30,10,1.19,0,0.79,7.9,6.71,Po
Change in Dividend Accruals,Data,Stocks,USD,GILD,2025-12-30,2025-12-15,2025-12-30,10,-1.19,0,0.79,-7.9,-6.71,Re
Change in Dividend Accruals,Data,Stocks,USD,GOOG,2025-12-05,2025-12-08,2025-12-15,53,1.67,0,0.21,11.13,9.46,Po
Change in Dividend Accruals,Data,Stocks,USD,GOOG,2025-12-15,2025-12-08,2025-12-15,53,-1.67,0,0.21,-11.13,-9.46,Re
Change in Dividend Accruals,Data,Stocks,USD,GRMN,2025-09-11,2025-09-12,2025-09-26,2,0.63,0,0.9,1.8,1.17,Po
Change in Dividend Accruals,Data,Stocks,USD,GRMN,2025-09-11,2025-09-12,2025-09-26,2,-0.63,0,0.9,-1.8,-1.17,Re
Change in Dividend Accruals,Data,Stocks,USD,HD,2025-12-03,2025-12-04,2025-12-18,3,1.04,0,2.3,6.9,5.86,Po
Change in Dividend Accruals,Data,Stocks,USD,HD,2025-12-18,2025-12-04,2025-12-18,3,-1.04,0,2.3,-6.9,-5.86,Re
Change in Dividend Accruals,Data,Stocks,USD,HON,2025-11-13,2025-11-14,2025-12-05,3,0.54,0,1.19,3.57,3.03,Po
Change in Dividend Accruals,Data,Stocks,USD,HON,2025-12-05,2025-11-14,2025-12-05,3,-0.54,0,1.19,-3.57,-3.03,Re
Change in Dividend Accruals,Data,Stocks,USD,IBM,2025-11-07,2025-11-10,2025-12-10,2,0.5,0,1.68,3.36,2.86,Po
Change in Dividend Accruals,Data,Stocks,USD,IBM,2025-12-10,2025-11-10,2025-12-10,2,-0.5,0,1.68,-3.36,-2.86,Re
Change in Dividend Accruals,Data,Stocks,USD,INTU,2025-10-08,2025-10-09,2025-10-17,1,0.18,0,1.2,1.2,1.02,Po
Change in Dividend Accruals,Data,Stocks,USD,INTU,2025-10-17,2025-10-09,2025-10-17,1,-0.18,0,1.2,-1.2,-1.02,Re
Change in Dividend Accruals,Data,Stocks,USD,INTU,2026-01-08,2026-01-09,2026-01-16,2,0.36,0,1.2,2.4,2.04,Po
Change in Dividend Accruals,Data,Stocks,USD,JNJ,2025-11-24,2025-11-25,2025-12-09,7,1.37,0,1.3,9.1,7.73,Po
Change in Dividend Accruals,Data,Stocks,USD,JNJ,2025-12-09,2025-11-25,2025-12-09,7,-1.37,0,1.3,-9.1,-7.73,Re
Change in Dividend Accruals,Data,Stocks,USD,KO,2025-11-28,2025-12-01,2025-12-15,18,1.38,0,0.51,9.18,7.8,Po
Change in Dividend Accruals,Data,Stocks,USD,KO,2025-12-15,2025-12-01,2025-12-15,18,-1.38,0,0.51,-9.18,-7.8,Re
Change in Dividend Accruals,Data,Stocks,USD,LIN,2025-12-02,2025-12-03,2025-12-17,3,0,0,1.5,4.5,4.5,Po
Change in Dividend Accruals,Data,Stocks,USD,LIN,2025-12-17,2025-12-03,2025-12-17,3,0,0,1.5,-4.5,-4.5,Re
Change in Dividend Accruals,Data,Stocks,USD,LLY,2025-11-13,2025-11-14,2025-12-10,2,0.45,0,1.5,3,2.55,Po
Change in Dividend Accruals,Data,Stocks,USD,LLY,2025-12-10,2025-11-14,2025-12-10,2,-0.45,0,1.5,-3,-2.55,Re
Change in Dividend Accruals,Data,Stocks,USD,LOW,2025-10-21,2025-10-22,2025-11-05,2,0.36,0,1.2,2.4,2.04,Po
Change in Dividend Accruals,Data,Stocks,USD,LOW,2025-11-05,2025-10-22,2025-11-05,2,-0.36,0,1.2,-2.4,-2.04,Re
Change in Dividend Accruals,Data,Stocks,USD,LRCX,2025-09-23,2025-09-24,2025-10-15,6,0.23,0,0.26,1.56,1.33,Po
Change in Dividend Accruals,Data,Stocks,USD,LRCX,2025-10-15,2025-09-24,2025-10-15,6,-0.23,0,0.26,-1.56,-1.33,Re
Change in Dividend Accruals,Data,Stocks,USD,LRCX,2025-12-02,2025-12-03,2026-01-07,6,0.23,0,0.26,1.56,1.33,Po
Change in Dividend Accruals,Data,Stocks,USD,LRCX,2026-01-07,2025-12-03,2026-01-07,6,-0.23,0,0.26,-1.56,-1.33,Re
Change in Dividend Accruals,Data,Stocks,USD,MCHP,2025-11-21,2025-11-24,2025-12-09,9,0.62,0,0.455,4.1,3.48,Po
Change in Dividend Accruals,Data,Stocks,USD,MCHP,2025-12-09,2025-11-24,2025-12-09,9,-0.62,0,0.455,-4.1,-3.48,Re
Change in Dividend Accruals,Data,Stocks,USD,MDT,2025-09-25,2025-09-26,2025-10-17,8,1.42,0,0.71,5.68,4.26,Po
Change in Dividend Accruals,Data,Stocks,USD,MDT,2025-10-17,2025-09-26,2025-10-17,8,-1.42,0,0.71,-5.68,-4.26,Re
Change in Dividend Accruals,Data,Stocks,USD,MDT,2025-12-25,2025-12-26,2026-01-16,15,2.67,0,0.71,10.66,7.99,Po
Change in Dividend Accruals,Data,Stocks,USD,META,2025-09-19,2025-09-22,2025-09-29,5,0.39,0,0.525,2.63,2.24,Po
Change in Dividend Accruals,Data,Stocks,USD,META,2025-09-29,2025-09-22,2025-09-29,5,-0.39,0,0.525,-2.63,-2.24,Re
Change in Dividend Accruals,Data,Stocks,USD,META,2025-12-12,2025-12-15,2025-12-23,9,0.71,0,0.525,4.73,4.02,Po
Change in Dividend Accruals,Data,Stocks,USD,META,2025-12-23,2025-12-15,2025-12-23,9,-0.71,0,0.525,-4.73,-4.02,Re
Change in Dividend Accruals,Data,Stocks,USD,MRK,2025-09-12,2025-09-15,2025-10-07,16,1.94,0,0.81,12.96,11.02,Po
Change in Dividend Accruals,Data,Stocks,USD,MRK,2025-10-07,2025-09-15,2025-10-07,16,-1.94,0,0.81,-12.96,-11.02,Re
Change in Dividend Accruals,Data,Stocks,USD,MRK,2025-12-12,2025-12-15,2026-01-08,10,1.28,0,0.85,8.5,7.22,Po
Change in Dividend Accruals,Data,Stocks,USD,MRK,2026-01-08,2025-12-15,2026-01-08,10,-1.28,0,0.85,-8.5,-7.22,Re
Change in Dividend Accruals,Data,Stocks,USD,MRVL,2025-10-09,2025-10-10,2025-10-30,10,0.09,0,0.06,0.6,0.51,Po
Change in Dividend Accruals,Data,Stocks,USD,MRVL,2025-10-30,2025-10-10,2025-10-30,10,-0.09,0,0.06,-0.6,-0.51,Re
Change in Dividend Accruals,Data,Stocks,USD,MRVL,2026-01-08,2026-01-09,2026-01-29,37,0.33,0,0.06,2.22,1.89,Po
Change in Dividend Accruals,Data,Stocks,USD,MSFT,2025-11-19,2025-11-20,2025-12-11,45,6.14,0,0.91,40.95,34.81,Po
Change in Dividend Accruals,Data,Stocks,USD,MSFT,2025-12-11,2025-11-20,2025-12-11,45,-6.14,0,0.91,-40.95,-34.81,Re
Change in Dividend Accruals,Data,Stocks,USD,MU,2025-10-02,2025-10-03,2025-10-21,15,0.26,0,0.115,1.73,1.47,Po
Change in Dividend Accruals,Data,Stocks,USD,MU,2025-10-21,2025-10-03,2025-10-21,15,-0.26,0,0.115,-1.73,-1.47,Re
Change in Dividend Accruals,Data,Stocks,USD,MU,2025-12-26,2025-12-29,2026-01-14,21,0.36,0,0.115,2.42,2.06,Po
Change in Dividend Accruals,Data,Stocks,USD,MU,2026-01-14,2025-12-29,2026-01-14,21,-0.36,0,0.115,-2.42,-2.06,Re
Change in Dividend Accruals,Data,Stocks,USD,NEE,2025-11-20,2025-11-21,2025-12-15,10,0.85,0,0.5665,5.67,4.82,Po
Change in Dividend Accruals,Data,Stocks,USD,NEE,2025-12-15,2025-11-21,2025-12-15,10,-0.85,0,0.5665,-5.67,-4.82,Re
Change in Dividend Accruals,Data,Stocks,USD,NSC,2025-11-06,2025-11-07,2025-11-20,1,0.2,0,1.35,1.35,1.15,Po
Change in Dividend Accruals,Data,Stocks,USD,NSC,2025-11-20,2025-11-07,2025-11-20,1,-0.2,0,1.35,-1.35,-1.15,Re
Change in Dividend Accruals,Data,Stocks,USD,NVDA,2025-09-10,2025-09-11,2025-10-02,57,0.09,0,0.01,0.57,0.48,Po
Change in Dividend Accruals,Data,Stocks,USD,NVDA,2025-10-02,2025-09-11,2025-10-02,57,-0.09,0,0.01,-0.57,-0.48,Re
Change in Dividend Accruals,Data,Stocks,USD,NVDA,2025-12-03,2025-12-04,2025-12-26,89,0.13,0,0.01,0.89,0.76,Po
Change in Dividend Accruals,Data,Stocks,USD,NVDA,2025-12-26,2025-12-04,2025-12-26,89,-0.13,0,0.01,-0.89,-0.76,Re
Change in Dividend Accruals,Data,Stocks,USD,NXPI,2025-09-16,2025-09-17,2025-10-08,1,0.15,0,1.014,1.01,0.86,Po
Change in Dividend Accruals,Data,Stocks,USD,NXPI,2025-10-08,2025-09-17,2025-10-08,1,-0.15,0,1.014,-1.01,-0.86,Re
Change in Dividend Accruals,Data,Stocks,USD,NXPI,2025-12-09,2025-12-10,2026-01-07,2,0.3,0,1.014,2.02,1.72,Po
Change in Dividend Accruals,Data,Stocks,USD,NXPI,2026-01-07,2025-12-10,2026-01-07,2,-0.3,0,1.014,-2.02,-1.72,Re
Change in Dividend Accruals,Data,Stocks,USD,ORCL,2025-10-08,2025-10-09,2025-10-23,12,0.9,0,0.5,6,5.1,Po
Change in Dividend Accruals,Data,Stocks,USD,ORCL,2025-10-23,2025-10-09,2025-10-23,12,-0.9,0,0.5,-6,-5.1,Re
Change in Dividend Accruals,Data,Stocks,USD,ORCL,2026-01-08,2026-01-09,2026-01-23,38,2.85,0,0.5,19,16.15,Po
Change in Dividend Accruals,Data,Stocks,USD,PDD,2025-09-12,2025-09-15,2025-10-14,12,0,0.24,0.02,0,-0.24,ADR;Po
Change in Dividend Accruals,Data,Stocks,USD,PDD,2025-10-14,2025-09-15,2025-10-14,12,0,-0.24,0.02,0,0.24,ADR;Re
Change in Dividend Accruals,Data,Stocks,USD,PEP,2025-12-04,2025-12-05,2026-01-06,7,1.49,0,1.4225,9.96,8.47,Po
Change in Dividend Accruals,Data,Stocks,USD,PEP,2026-01-06,2025-12-05,2026-01-06,7,-1.49,0,1.4225,-9.96,-8.47,Re
Change in Dividend Accruals,Data,Stocks,USD,PFE,2025-11-06,2025-11-07,2025-12-01,38,2.45,0,0.43,16.34,13.89,Po
Change in Dividend Accruals,Data,Stocks,USD,PFE,2025-12-01,2025-11-07,2025-12-01,38,-2.45,0,0.43,-16.34,-13.89,Re
Change in Dividend Accruals,Data,Stocks,USD,PG,2025-10-23,2025-10-24,2025-11-17,5,0.79,0,1.0568,5.28,4.49,Po
Change in Dividend Accruals,Data,Stocks,USD,PG,2025-11-17,2025-10-24,2025-11-17,5,-0.79,0,1.0568,-5.28,-4.49,Re
Change in Dividend Accruals,Data,Stocks,USD,PPG,2025-11-07,2025-11-10,2025-12-12,4,0.43,0,0.71,2.84,2.41,Po
Change in Dividend Accruals,Data,Stocks,USD,PPG,2025-12-12,2025-11-10,2025-12-12,4,-0.43,0,0.71,-2.84,-2.41,Re
Change in Dividend Accruals,Data,Stocks,USD,QCOM,2025-12-03,2025-12-04,2025-12-18,19,0,0,0.89,14.37,14.37,Po;Al
Change in Dividend Accruals,Data,Stocks,USD,QCOM,2025-12-03,2025-12-04,2025-12-18,19,0,0,0.89,-14.37,-14.37,Re;Al
Change in Dividend Accruals,Data,Stocks,USD,ROST,2025-12-08,2025-12-09,2025-12-31,2,0.12,0,0.405,0.81,0.69,Po
Change in Dividend Accruals,Data,Stocks,USD,ROST,2025-12-31,2025-12-09,2025-12-31,2,-0.12,0,0.405,-0.81,-0.69,Re
Change in Dividend Accruals,Data,Stocks,USD,RTX,2025-11-20,2025-11-21,2025-12-11,5,0.51,0,0.68,3.4,2.89,Po
Change in Dividend Accruals,Data,Stocks,USD,RTX,2025-12-11,2025-11-21,2025-12-11,5,-0.51,0,0.68,-3.4,-2.89,Re
Change in Dividend Accruals,Data,Stocks,USD,SLB,2025-12-02,2025-12-03,2026-01-08,20,0,0,0.285,5.7,5.7,Po
Change in Dividend Accruals,Data,Stocks,USD,SLB,2026-01-08,2025-12-03,2026-01-08,20,0,0,0.285,-5.7,-5.7,Re
Change in Dividend Accruals,Data,Stocks,USD,SNY,2025-12-01,2025-12-02,2026-01-13,28,0,0.84,0.03,0,-0.84,ADR;Po
Change in Dividend Accruals,Data,Stocks,USD,SNY,2026-01-13,2025-12-02,2026-01-13,28,0,-0.84,0.03,0,0.84,ADR;Re
Change in Dividend Accruals,Data,Stocks,USD,SPGI,2025-11-24,2025-11-25,2025-12-10,1,0.14,0,0.96,0.96,0.82,Po
Change in Dividend Accruals,Data,Stocks,USD,SPGI,2025-12-10,2025-11-25,2025-12-10,1,-0.14,0,0.96,-0.96,-0.82,Re
Change in Dividend Accruals,Data,Stocks,USD,SYK,2025-09-29,2025-09-30,2025-10-31,1,0.13,0,0.84,0.84,0.71,Po
Change in Dividend Accruals,Data,Stocks,USD,SYK,2025-10-31,2025-09-30,2025-10-31,1,-0.13,0,0.84,-0.84,-0.71,Re
Change in Dividend Accruals,Data,Stocks,USD,SYK,2025-12-30,2025-12-31,2026-01-30,4,0.52,0,0.88,3.52,3,Po
Change in Dividend Accruals,Data,Stocks,USD,TER,2025-11-21,2025-11-24,2025-12-17,5,0.09,0,0.12,0.6,0.51,Po
Change in Dividend Accruals,Data,Stocks,USD,TER,2025-12-17,2025-11-24,2025-12-17,5,-0.09,0,0.12,-0.6,-0.51,Re
Change in Dividend Accruals,Data,Stocks,USD,TJX,2025-11-12,2025-11-13,2025-12-04,3,0.19,0,0.425,1.28,1.09,Po
Change in Dividend Accruals,Data,Stocks,USD,TJX,2025-12-04,2025-11-13,2025-12-04,3,-0.19,0,0.425,-1.28,-1.09,Re
Change in Dividend Accruals,Data,Stocks,USD,TMO,2025-09-12,2025-09-15,2025-10-15,2,0.13,0,0.43,0.86,0.73,Po
Change in Dividend Accruals,Data,Stocks,USD,TMO,2025-10-15,2025-09-15,2025-10-15,2,-0.13,0,0.43,-0.86,-0.73,Re
Change in Dividend Accruals,Data,Stocks,USD,TMO,2025-12-12,2025-12-15,2026-01-15,1,0.06,0,0.43,0.43,0.37,Po
Change in Dividend Accruals,Data,Stocks,USD,TMO,2026-01-15,2025-12-15,2026-01-15,1,-0.06,0,0.43,-0.43,-0.37,Re
Change in Dividend Accruals,Data,Stocks,USD,TMUS,2025-11-25,2025-11-26,2025-12-11,6,0.92,0,1.02,6.12,5.2,Po
Change in Dividend Accruals,Data,Stocks,USD,TMUS,2025-12-11,2025-11-26,2025-12-11,6,-0.92,0,1.02,-6.12,-5.2,Re
Change in Dividend Accruals,Data,Stocks,USD,TSM,2025-09-15,2025-09-16,2025-10-09,19,3.25,0,0.81577,15.49,12.24,Po
Change in Dividend Accruals,Data,Stocks,USD,TSM,2025-10-09,2025-09-16,2025-10-09,19,-3.25,0,0.821965,-15.49,-12.24,Re
Change in Dividend Accruals,Data,Stocks,USD,TSM,2025-12-10,2025-12-11,2026-01-08,18,3.01,0,0.797246,14.35,11.34,Po
Change in Dividend Accruals,Data,Stocks,USD,TSM,2025-12-10,2025-12-11,2026-01-08,18,3.01,0,0.79542,14.32,11.31,Po
Change in Dividend Accruals,Data,Stocks,USD,TSM,2025-12-10,2025-12-11,2026-01-08,18,-3.01,0,0.79542,-14.35,-11.34,Re
Change in Dividend Accruals,Data,Stocks,USD,TSM,2026-01-08,2025-12-11,2026-01-08,18,-3.01,0,0.79542,-14.32,-11.31,Re
Change in Dividend Accruals,Data,Stocks,USD,TXN,2025-10-30,2025-10-31,2025-11-12,3,0.64,0,1.42,4.26,3.62,Po
Change in Dividend Accruals,Data,Stocks,USD,TXN,2025-11-12,2025-10-31,2025-11-12,3,-0.64,0,1.42,-4.26,-3.62,Re
Change in Dividend Accruals,Data,Stocks,USD,UNH,2025-12-05,2025-12-08,2025-12-16,3,0.99,0,2.21,6.63,5.64,Po
Change in Dividend Accruals,Data,Stocks,USD,UNH,2025-12-16,2025-12-08,2025-12-16,3,-0.99,0,2.21,-6.63,-5.64,Re
Change in Dividend Accruals,Data,Stocks,USD,VZ,2025-10-09,2025-10-10,2025-11-03,15,1.55,0,0.69,10.35,8.8,Po
Change in Dividend Accruals,Data,Stocks,USD,VZ,2025-11-03,2025-10-10,2025-11-03,15,-1.55,0,0.69,-10.35,-8.8,Re
Change in Dividend Accruals,Data,Stocks,USD,VZ,2026-01-09,2026-01-12,2026-02-02,50,5.18,0,0.69,34.5,29.32,Po
Change in Dividend Accruals,Data,Stocks,USD,WMT,2025-12-11,2025-12-12,2026-01-05,23,0.81,0,0.235,5.4,4.59,Po
Change in Dividend Accruals,Data,Stocks,USD,WMT,2026-01-05,2025-12-12,2026-01-05,23,-0.81,0,0.235,-5.41,-4.6,Re
Change in Dividend Accruals,Data,Stocks,USD,XOM,2025-11-13,2025-11-14,2025-12-10,13,2,0,1.03,13.39,11.39,Po
Change in Dividend Accruals,Data,Stocks,USD,XOM,2025-12-10,2025-11-14,2025-12-10,13,-2.01,0,1.03,-13.39,-11.38,Re
Change in Dividend Accruals,Data,Stocks,USD,XYL,2025-11-24,2025-11-25,2025-12-23,5,0.3,0,0.4,2,1.7,Po
Change in Dividend Accruals,Data,Stocks,USD,XYL,2025-12-23,2025-11-25,2025-12-23,5,-0.3,0,0.4,-2,-1.7,Re
Change in Dividend Accruals,Data,Total,,,,,,,21.74,0,,138.26,116.52,
Change in Dividend Accruals,Data,Ending Dividend Accruals in USD,,,,,,,,,,,116.53,
